user_review_no,rating,time_ago,comment_likes,user_text,Service,Vegetarian offerings,Wheelchair accessibility,Kid-friendliness,Price per person,Atmosphere,Vegetarian options,,Meal type,Parking space,Dietary restrictions,Parking options,Parking,Recommendation for vegetarians,Recommended dishes,Food
,4 stars,a year ago,,"Really Budget friendly for students especially, if they want to have much things in pocket friendly prices",,,,,,,,,,,,,,,,
 12 photos,1 star,2 years ago,1,"Bad self service, once the food is over you can't even order.",,,,,,,,,,,,,,,,
 37 reviews ,3 stars,2 years ago,,"Best place to eat something, but the only thing I don't like is service. You will have to get up and go to counter everytime you need something, taking at the beginning is ok, but in the middle of eating is something I don't like.",,,,,,,,,,,,,,,,
 119 reviews ,5 stars,4 months ago,,Never disappoint any time..,5,,,,₹400–600,5,,,Dinner,,,,,,"Hakka Noodles, Chilli Garlic Noodles",5
 2 photos,5 stars,2 years ago,,"Quiet a nice place ..Hangout with friends, family .",,,,,,,,,,,,,,,,
 127 reviews ,4 stars,a year ago,,"Availability of a variety of delicious cuisines, Indian, Italian, Chinese etc. Cleanliness and good seating arrangement but one has to wait for a long time after ordering.",,,,,,,,,,,,,,,,
 6 reviews ,4 stars,4 months ago,,"Best for VEG in the area , especially in Chinese",4,,,,₹200–400,4,,,Dinner,,,,,,Chilli Garlic Noodles,4
,1 star,a year ago,,"Too kuchh delay in providing orders to riders.....

They mark order ready but it is not ready actually.....

Too much time wastages due to this carelessness....",,,,,,,,,,,,,,,,
 86 reviews ,4 stars,2 years ago,,Affordable quick tasty services..variety of foods available..nice place for students..safe prime location..the serving quantity is good.. platter in enough for one person..,,,,,,,,,,,,,,,,
 86 reviews ,3 stars,2 years ago,,"It's very good restaurant but waiting time is too much.
Please visit when you have a lot of free time",,,,,,,,,,,,,,,,
 37 reviews ,3 stars,a year ago,,"Quality wise it was good . Bit expensive.
Not so tasty . The most annoying thing is self service",,,,,,,,,,,,,,,,
,5 stars,a year ago,,Food tastes really good...service is great and a great place to spend some time with friends,,,,,,,,,,,,,,,,
 22 reviews ,5 stars,2 years ago,,All types of food available here at reasonable price.only self service. best in lanka area.. staff behavior is friendly,,,,,,,,,,,,,,,,
 169 reviews ,5 stars,2 years ago,,"Very tasty food. Good in quantity. Little over priced.
Too much salt in food.",,,,,,,,,,,,,,,,
 48 reviews ,4 stars,5 months ago,,A good place to dine with family.,5,,,,"₹800–1,000",5,,,Dinner,,,,,,,5
 4 photos,4 stars,3 years ago,,A very good food court with Genuine Price .. I like it but you will get Heavy rush all the time and Food takes time to get delivered to your table.,,,,,,,,,,,,,,,,
 40 reviews ,5 stars,2 years ago,,paisa vassal food platter we get but the chaos is there because of long wait time.else everything is good.,,,,,,,,,,,,,,,,
,5 stars,2 years ago,,Good food at good price and nice service...expect crowd in the evening especially on weekend,,,,,,,,,,,,,,,,
 12 reviews ,4 stars,2 years ago,,"Nice place, crowded on weekends, you have to wait for your order, nice food but I like more spicy......must visit",,,,,,,,,,,,,,,,
,5 stars,2 years ago,,"Good food quality and  calm environment ..
Unfortunately this place is self service 😉😉 …",,,,,,,,,,,,,,,,
 20 reviews ,4 stars,a year ago,1,Budget friendly place and food is good noodles are just👌👌 usually crowded but manageable. …,,,,,,,,,,,,,,,,
,1 star,2 years ago,,Food is good but please maintain hygine in food .. and all services. Please this is my humble request.,,,,,,,,,,,,,,,,
,4 stars,a year ago,,"Depends on the dish you ordered
I won't suggest biriyani as it's worst  in taste",,,,,,,,,,,,,,,,
,4 stars,10 months ago,,It's fully vegetarian place or good quality of food,Dine in,,,,₹1–200,4,,,Breakfast,,,,,,,4
 24 reviews,4 stars,a year ago,,Tasty and hygenic fast foods but costly than another shop,,,,,,,,,,,,,,,,
 11 photos,4 stars,2 years ago,,"The place offers good food at affordable rate,just remains a bit crowded for obvious reasons🙂 …",,,,,,,,,,,,,,,,
,1 star,a year ago,,Ghatiya restaurant I think why people go their...it's my first experience of this restaurant worthless 😤 …,,,,,,,,,,,,,,,,
 70 reviews ,5 stars,2 years ago,,Vegetarian meals available.  Their milk shakes are very good and quantity is better in the price paid,,,,,,,,,,,,,,,,
 360 reviews ,3 stars,3 years ago,2,Food taste not so good.. Cleaning condition very bad... Not satisfied,,,,,,,,,,,,,,,,
 24 reviews ,5 stars,2 years ago,,They give you good friendly environment .. always crowdy .. but you will find place to sit 😅 …,,,,,,,,,,,,,,,,
 56 reviews ,4 stars,a year ago,,Quality of cuisines is one of the best at that location but the service is comparatively slow.,,,,,,,,,,,,,,,,
 33 reviews ,5 stars,2 years ago,1,Too good to have dinner and price is quite decent and a very good infrastructure and environment,,,,,,,,,,,,,,,,
 21 reviews ,4 stars,2 years ago,,The place has great ambience but it usually takes half an hour to deliver the order.,,,,,,,,,,,,,,,,
,4 stars,a year ago,,Food is no doubt good but the service could be way better.,,,,,,,,,,,,,,,,
 29 reviews ,5 stars,2 years ago,2,"Best and affordable dishes according to your budget.
I just love their noodles and chocolate shake.🥂💜 …",,,,,,,,,,,,,,,,
 52 reviews ,4 stars,2 years ago,1,"There are lots of parking issue .
Out of 80 to 100 people one rest room there . Over all product is good",,,,,,,,,,,,,,,,
 58 photos,2 stars,a year ago,1,"Hours of waiting time, which you come to know only after you have made the payments. Extremely rude and unprofessional staff.",,,,,,,,,,,,,,,,
 132 reviews ,3 stars,a year ago,,All type of cuisine available. Self service facility. Parking not available near by.,,,,,,,,,,,,,,,,
 14 reviews ,4 stars,2 years ago,,Good food in affordable price. Overall a good place for a quick bite.,,,,,,,,,,,,,,,,
 2 photos,2 stars,2 years ago,,The restaurant is OK but the floor manager was very rude. Plz ask him for his behaviour 👍👍 …,,,,,,,,,,,,,,,,
 18 photos,1 star,a year ago,,They are very late in serving. They were so late that i canceled my order eventually. They were deliverig all token ordered later than my order. Pathetic service,,,,,,,,,,,,,,,,
 16 reviews ,3 stars,a year ago,,Average food not so good ambience at afternoon,,,,,,,,,,,,,,,,
 20 reviews ,5 stars,3 years ago,,Meri bahot si memories h iss restaurant se❤️ food is good and all facilities 👍 …,,,,,,,,,,,,,,,,
 11 photos,5 stars,a year ago,,Loved South Indian cuisine,,,,,,,,,,,,,,,,
 13 reviews ,5 stars,2 years ago,,"One of the best places to eat in Banaras.Amazing food, excellent service and family friendly staff.",,,,,,,,,,,,,,,,
,3 stars,2 years ago,,Good place nice ambience....i would definitely recommend if you're in the area,,,,,,,,,,,,,,,,
 129 reviews ,5 stars,a year ago,1,Loved South Indian cuisine nice place to go with family n frndz,,,,,,,,,,,,,,,,
 52 reviews ,4 stars,3 years ago,,One of the best place to be. Lots of variety. Decent price. Tasty Foods.,,,,,,,,,,,,,,,,
 58 reviews ,5 stars,a year ago,,"Love it.
Very Yummy 😋
Very good environment ☺️😁.
Budget friendly 😝. …",,,,,,,,,,,,,,,,
,3 stars,3 years ago,,It's good but some taste of dishes is not good. But awesome,,,,,,,,,,,,,,,,
 21 reviews ,5 stars,3 years ago,1,"Lovely Food..❤️❤️
Lovely Taste..🥰🥰
Hygienic place to eat food..😊
Staff members are also be well mannered..😊 …",,,,,,,,,,,,,,,,
 23 reviews ,4 stars,2 years ago,,Really awesome but service time is not quick it take much time to serve,,,,,,,,,,,,,,,,
 5 photos,2 stars,2 years ago,,"The fried rice is too dry, the rice is not fully cooked. The amount of vegetables in it is also too less.",,,,,,,,,,,,,,,,
 41 reviews ,5 stars,2 years ago,,Taste is great. You should visit if you are near Lanka Varanasi.,,,,,,,,,,,,,,,,
 3 photos,1 star,2 years ago,,"Worse experience, I faced here.
They don't t give the value of the time of the customer.
Pathetic customer service.",,,,,,,,,,,,,,,,
 11 reviews ,5 stars,a year ago,,Takes a lot of time to serve. Usually crowded restaurant.,4,,,,₹1–200,4,,,Lunch,,,,,,,5
 78 photos,5 stars,a year ago,,"바라나시에 9박10일정도 있으면서
4-5번이상 방문한 식당
정말 맛있는 음식들과 합리적인 가격의 음식, 친절한 종업원, 무료와이파이와 시원한 에어컨 모든게 완벽했던 식당.",,,,,,,,,,,,,,,,
 7 reviews ,5 stars,a year ago,,Bestt,5,,,,,5,,,,,,,,,,5
 3 photos,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 40 reviews ,5 stars,a year ago,,,,,,,,,,,,,,,,,,
 39 reviews ,4 stars,2 years ago,,Osm taste,,,,,,,,,,,,,,,,
,1 star,10 months ago,,Baasi or bekar food handling,1,,,,₹400–600,1,,,Lunch,,,,,,"Mushroom Rolls, Chhole Bhature",1
 22 reviews ,5 stars,2 years ago,1,Osm,,,,,,,,,,,,,,,,
 7 reviews ,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 29 photos,3 stars,a year ago,,,,,,,,,,,,,,,,,,
,1 star,a year ago,,Chole bhature was average....,Delivery,,,,₹1–200,,,,Dinner,,,,,,,
,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 34 reviews ,3 stars,2 years ago,,Gud teste,,,,,,,,,,,,,,,,
 4 reviews ,5 stars,a year ago,,,,,,,,,,,,,,,,,,
 25 reviews ,4 stars,5 years ago,,,,,,,,,,,,,,,,,,
 13 reviews,4 stars,3 years ago,,Gud food n taste also,,,,,,,,,,,,,,,,
 7 reviews ,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
,2 stars,3 years ago,,dhek dhak,,,,,,,,,,,,,,,,
 17 reviews ,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 41 reviews ,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
 10 photos,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 5 reviews ,5 stars,a year ago,,,,,,,,,,,,,,,,,,
 62 reviews ,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
 27 reviews ,3 stars,2 years ago,,,,,,,,,,,,,,,,,,
 9 reviews ,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
 17 reviews ,4 stars,a year ago,,,,,,,,,,,,,,,,,,
 42 reviews ,5 stars,3 years ago,,,,,,,,,,,,,,,,,,
 17 reviews ,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 54 reviews ,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
 1 photo,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
,2 stars,a year ago,,Verg bad service,,,,,,,,,,,,,,,,
 34 reviews ,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
 106 reviews ,5 stars,a year ago,,Yammi,,,,,,,,,,,,,,,,
 4 reviews ,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 14 photos,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
 2 photos,5 stars,a year ago,2,Nice 🔥 resturant ❤️❤️,4,,,,,4,,,,,,,,,,5
 2 photos,1 star,a year ago,,,1,,,,,1,,,,,,,,,,1
 20 photos,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,4
 219 photos,4 stars,a year ago,,,3,,,,,3,,,,,,,,,,3
,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
 24 reviews ,1 star,5 years ago,,:( oooo,,,,,,,,,,,,,,,,
 18 photos,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 10 reviews ,5 stars,a year ago,,,2,,,,,4,,,,,,,,,,3
,5 stars,a year ago,,,4,,,,,4,,,,,,,,,,5
 81 reviews ,4 stars,a year ago,,,4,,,,₹1–200,2,,,Other,,,,,,"Paneer Paratha Choley, Veg Noodles",4
,5 stars,a year ago,,,4,,,,₹400–600,5,,,Other,,,,,,Pav Bhaji,5
 39 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 2 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 17 photos,5 stars,a year ago,,,4,,,,₹200–400,5,,,Dinner,,,,,,,5
,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 39 reviews ,5 stars,a year ago,,,5,,,,"₹800–1,000",5,,,Dinner,,,,,,,5
 40 reviews ,4 stars,a year ago,1,,4,,,,₹200–400,4,,,Lunch,,,,,,White Sauce Pasta,4
,1 star,a year ago,,,1,,,,,1,,,,,,,,,,1
,2 stars,a year ago,,,1,,,,,1,,,,,,,,,,3
 57 reviews ,4 stars,a year ago,,,4,,,,₹200–400,4,,,,,,,,,,5
,5 stars,a year ago,,,4,,,,₹400–600,5,,,Lunch,,,,,Highly recommend,White Sauce Pasta,5
 6 reviews ,5 stars,a year ago,,,4,,,,₹600–800,2,,,Dinner,,,,,,,5
 14 reviews ,4 stars,2 years ago,,Okk,,,,,,,,,,,,,,,,
 49 reviews ,4 stars,a year ago,,,Dine in,,,,₹200–400,,,,Other,,,,,,"Veggie Roll, Hakka Noodles, Veg Noodles",
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,5
 20 reviews ,4 stars,a year ago,,,Dine in,,,,₹200–400,,,,Lunch,,,,,,,
 11 reviews ,4 stars,a year ago,,,,,,,₹1–200,,,,Breakfast,,,,,,,
 5 photos,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 5 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
 25 photos,4 stars,a year ago,,,4,,,,₹200–400,4,,,Dinner,,,,,,,4
,4 stars,a year ago,,,1,,,,,4,,,,,,,,,,5
,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
 7 reviews ,5 stars,a year ago,,,4,Menu is all vegetarian,,,₹200–400,5,,,Dinner,,,,,Highly recommend,,4
 1 photo,2 stars,a year ago,,,1,,,,₹200–400,3,,,Lunch,Difficult to find parking,,"Free street parking, Parking is unavailable",,,,2
 41 reviews,5 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
,5 stars,a year ago,,,4,,,,₹1–200,5,,,Dinner,,,,,,Pav Bhaji,5
 1 photo,3 stars,a year ago,,,3,,,,"₹800–1,000",3,,,,,,,,,,3
 7 reviews ,5 stars,a year ago,,,4,,,,,5,,,Dinner,,,,,,,5
 10 reviews ,3 stars,a year ago,,,2,,,,,2,,,,,,,,,,3
,5 stars,a year ago,,,5,,,,,3,,,,,,,,,,5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,1,,3,,,,₹200–400,5,,,Other,,,,,,Masala Dosa,4
 5 photos,5 stars,a year ago,,,5,,,,₹200–400,5,,,Brunch,,,,,,"Masala Dosa, White Sauce Pasta, Paneer Paratha Choley, Chhole Bhature, Veg Noodles",5
 13 reviews ,5 stars,a year ago,,,4,,,,₹200–400,4,,,Dinner,,,,,,,5
,3 stars,a year ago,,,3,,,,₹200–400,3,,,,,,,,,,4
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 19 reviews ,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 2 photos,5 stars,2 years ago,,V nice,,,,,,,,,,,,,,,,
 108 reviews ,5 stars,a year ago,,,4,,,,₹1–200,4,,,Breakfast,,,,,,,4
,3 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 41 reviews ,4 stars,a year ago,,,4,,,,₹200–400,4,,,Dinner,,,,,,Paneer Butter Masala,4
 3 photos,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,,,3,,,,,3,,,,,,,,,,5
 96 reviews ,5 stars,2 years ago,1,Nic,,,,,,,,,,,,,,,,
 11 reviews ,4 stars,a year ago,,,3,,,,"₹1,200–1,400",5,,,Dinner,,,,,,,5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 9 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 11 reviews,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 22 reviews ,5 stars,a year ago,,,3,,,,,2,,,,,,,,,,3
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 30 photos,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,,,4,,,,,3,,,,,,,,,,4
 3 reviews ,5 stars,a year ago,,,4,,,,₹400–600,4,,,Lunch,,,,,,"Masala Dosa, Paneer Butter Masala",4
,3 stars,a year ago,,,1,,,,,5,,,,,,,,,,4
 3 reviews ,5 stars,a year ago,,,5,,,,,4,,,,,,,,,,5
 4 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 2 reviews ,4 stars,a year ago,,,4,,,,,3,,,,,,,,,,5
 5 reviews ,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
,5 stars,a year ago,,,3,,,,,4,,,,,,,,,,5
 5 reviews ,4 stars,a year ago,,,4,,,,₹1–200,4,,,Dinner,,,,,,,4
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 56 reviews ,5 stars,a year ago,1,,5,,,,₹200–400,5,,,Lunch,,,,,,,5
 4 reviews ,5 stars,a year ago,,,3,,,,₹400–600,4,,,Dinner,,,,,,"White Sauce, Masala Dosa, Paneer Butter Masala, White Sauce Pasta, Cheese Rolls, Veg Pasta, Pav Bhaji, Paneer Paratha Choley, Paratha, Veggie Roll, Cheesy Tacos, Hakka Noodles, Fried, Garlic, Mushroom Rolls, Veg Noodles",5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 16 reviews ,4 stars,a year ago,,,4,,,,,4,,,,,,,,,,4
,5 stars,a year ago,,,4,,,,,5,,,,,,,,,,5
,5 stars,a year ago,,,5,,,,₹1–200,5,,,Dinner,,,,,,White Sauce Pasta,5
 17 photos,5 stars,a year ago,,,5,,,,,4,,,,,,,,,,5
 4 reviews ,4 stars,a year ago,,,4,,,,,5,,,,,,,,,,5
 8 reviews ,4 stars,a year ago,,,Dine in,,,,,,,,,,,,,,,
 5 reviews,4 stars,a year ago,,,4,,,,₹200–400,5,,,Dinner,,,,,,,5
,2 stars,a year ago,,,4,,,,,5,,,,,,,,,,1
 6 photos,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 17 reviews ,4 stars,a year ago,,,4,,,,₹200–400,4,,,Lunch,,,,,,"Paneer Butter Masala, White Sauce Pasta, Paneer Paratha Choley, Veggie Roll",5
,3 stars,a year ago,,,4,,,,,4,,,,,,,,,,2
 10 reviews ,5 stars,a year ago,1,,5,,,,,5,,,,,,,,,,5
,5 stars,a year ago,,,4,,,,₹600–800,5,,,Breakfast,,,,,,Veggie Roll,4
 23 reviews ,3 stars,a year ago,,,Dine in,,,,₹200–400,,,,Dinner,,,,,,"White Sauce Pasta, Paneer Paratha Choley, Veg Noodles",
 31 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 1 photo,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 7 reviews ,4 stars,a year ago,,,4,,,,,3,,,,,,,,,,4
 10 photos,4 stars,a year ago,,,3,,,,,2,,,,,,,,,,4
 55 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 18 reviews ,5 stars,a year ago,,,1,,,,₹200–400,4,,,Lunch,,,,,,,4
 1 photo,4 stars,a year ago,,,3,,,,₹200–400,3,,,Brunch,,,,,,,4
,5 stars,a year ago,,,5,,,,"₹1,000–1,200",5,,,,,,,,,Veg Pasta,5
 7 photos,5 stars,a year ago,,,,,,,,,,,Dinner,,,,,,,
,4 stars,a year ago,,,4,,,,,3,,,,,,,,,,4
 1 photo,3 stars,a year ago,,,3,,,,,2,,,,,,,,,,3
 8 photos,4 stars,a year ago,,,4,,,,,3,,,,,,,,,,4
 4 photos,3 stars,a year ago,,,3,,,,₹400–600,4,,,Dinner,,,,,,Cheesy Tacos,4
 40 reviews ,4 stars,a year ago,,,4,,,,₹1–200,4,,,Dinner,,,,,,,5
,3 stars,a year ago,,,3,,,,,2,,,,,,,,,,4
 1 photo,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,4
,5 stars,a year ago,,,3,,,,₹200–400,3,,,Lunch,,,,,,,5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 61 reviews ,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 64 reviews ,3 stars,a year ago,,,2,,,,,3,,,,,,,,,,3
 10 photos,3 stars,a year ago,,,1,,,,,3,,,,,,,,,,3
 19 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,4
 94 reviews ,4 stars,a year ago,,,3,,,,,4,,,,,,,,,,4
 107 reviews ,5 stars,a year ago,,,3,,,,,4,,,,,,,,,,5
 2 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,a year ago,1,,5,,,,,5,,,,,,,,,,5
 17 reviews ,4 stars,a year ago,,,4,,,,₹1–200,4,,,Lunch,,,,,,"Crispy Baby Corn, Masala Dosa, Veg Pasta, Pav Bhaji",4
 7 photos,5 stars,a year ago,,,3,,,,,3,,,,,,,,,,5
,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,5
 1 photo,5 stars,a year ago,,,5,,,,,1,,,,,,,,,,5
,5 stars,a year ago,,,5,,,,,4,,,,,,,,,,4
 1 photo,5 stars,a year ago,,,1,,,,,5,,,,,,,,,,5
 7 reviews ,5 stars,a year ago,,,2,,,,₹400–600,3,,,Dinner,,,,,,,3
 21 reviews ,5 stars,a year ago,,,5,,,,,5,,,,,,,,,,4
,4 stars,a year ago,,,5,,,,,4,,,,,,,,,,5
 11 photos,2 stars,a year ago,,,2,,,,,3,,,,,,,,,,4
,3 stars,a year ago,,,3,,,,₹400–600,3,,,,,,,,,,3
 9 reviews ,5 stars,a year ago,,,4,,,,,5,,,,,,,,,,5
 7 photos,1 star,a year ago,,,1,,,,,1,,,,,,,,,,1
,5 stars,a year ago,,,,,,,,,,,,,,,,,,
 3 photos,3 stars,2 years ago,,Mediam,,,,,,,,,,,,,,,,
 3 photos,4 stars,2 years ago,,,,,,,,,,,,,,,,,,
,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 10 photos,5 stars,2 years ago,,,,,,,,,,,,,,,,,,
 33 reviews ,3 stars,2 years ago,,soso,,,,,,,,,,,,,,,,
 1 photo,5 stars,4 days ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,4 days ago,,,5,Menu is all vegetarian,,,₹200–400,3,,,Dinner,,,,,Highly recommend,"White Sauce Pasta, Hakka Noodles",5
 2 reviews ,4 stars,4 days ago,,,4,,,,,4,,,Lunch,,,,,,,5
,4 stars,5 days ago,,,3,,,,₹400–600,4,,,Lunch,,,,,,"Crispy Baby Corn, Hakka Noodles",5
,5 stars,5 days ago,,,5,,,,,5,,,,,,,,,,5
 26 reviews ,5 stars,6 days ago,,,5,,,,,5,,,,,,,,,,5
 5 reviews ,5 stars,6 days ago,,,5,,,,,5,,,,,,,,,,5
 35 reviews ,5 stars,6 days ago,,,5,,,,"₹800–1,000",5,,,Brunch,,,,,,"White Sauce, Aloo Paratha, Crispy Baby Corn, Jugalbandi Pizza, Masala Dosa, Paneer Butter Masala, White Sauce Pasta, Cheese Rolls, Veg Pasta, Pav Bhaji, Paratha, Cheesy Tacos, Hakka Noodles, Chilli Garlic Noodles, Fried, Chinese Bhel, Mushroom Rolls, Chhole Bhature, Veg Noodles",5
 11 reviews ,4 stars,6 days ago,,,Take out,,,,₹400–600,,,,Lunch,,,,,,,
 2 photos,5 stars,a week ago,,,5,,,,,4,,,,,,,,,,5
 23 reviews ,5 stars,a week ago,,,4,,,,₹200–400,4,,,,,,,,,,5
 23 reviews,4 stars,a week ago,,,,,,,,,,,,,,,,,,
 17 reviews,3 stars,a week ago,,,2,,,,,2,,,,,,,,,,3
,4 stars,a week ago,,,3,,,,,3,,,,,,,,,,4
,5 stars,a week ago,,,5,,,,,5,,,,,,,,,,5
 3 photos,5 stars,a week ago,,,5,,,,,,,,,,,,,,,5
,5 stars,a week ago,,,5,,,,₹1–200,5,,,Dinner,,,,,,,5
 4 photos,3 stars,a week ago,,,,,,,,,,,,,,,,,,
 20 reviews ,5 stars,a week ago,,,,,,,,,,,,,,,,,,
,4 stars,a week ago,,,4,,,,,5,,,,,,,,,,4
,4 stars,a week ago,,,,,,,,,,,,,,,,,,
 1 photo,5 stars,a week ago,,,5,,,,,5,,,,,,,,,,5
,2 stars,2 weeks ago,,,3,,,,,4,,,,,,,,,,5
 43 reviews,1 star,2 weeks ago,,,,,,,,,,,,,,,,,,
 59 reviews ,4 stars,2 weeks ago,,,,,,,,,,,,,,,,,,
,5 stars,2 weeks ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,2 weeks ago,,,,,,,,,,,,,,,,,,
 83 reviews ,4 stars,2 weeks ago,,,,,,,,,,,,,,,,,,
,5 stars,2 weeks ago,,,,,,,,,,,,,,,,,,
,4 stars,2 weeks ago,,,2,,,,,4,,,,,,,,,,4
 2 photos,3 stars,3 weeks ago,,,3,,,,,4,,,,,,,,,,1
 3 reviews ,1 star,3 weeks ago,,,,,,,,,,,,,,,,,,
 2 photos,4 stars,3 weeks ago,,,,,,,,,,,,,,,,,,
 21 reviews ,4 stars,3 weeks ago,,,4,Large vegetarian selection,,,₹200–400,4,,,Brunch,,,,,Highly recommend,Hakka Noodles,4
 5 photos,4 stars,3 weeks ago,,,,,,,,,,,,,,,,,,
 8 reviews ,2 stars,3 weeks ago,,,,,,,,,,,,,,,,,,
,5 stars,3 weeks ago,,,5,,,,,4,,,,,,,,,,5
,5 stars,3 weeks ago,,,5,Large vegetarian selection,,,₹200–400,5,,,Lunch,,,,,Highly recommend,"White Sauce Pasta, Veg Roll",5
,3 stars,3 weeks ago,,,3,,,,,3,,,,,,,,,,3
 32 reviews ,5 stars,4 weeks ago,,,1,,,,,4,,,,,,,,,,4
 12 reviews ,2 stars,4 weeks ago,,,2,,,,₹200–400,3,,,Dinner,,,,,,,1
,3 stars,4 weeks ago,,,3,Clearly labeled vegetarian dishes,,,"₹2,000+",3,,,Dinner,,,,,Somewhat recommend,Cheesy Tacos,4
,5 stars,4 weeks ago,,,5,Menu is all vegetarian,,,₹400–600,5,,,Dinner,,,,,Highly recommend,"White Sauce Pasta, Paratha, Mushroom Rolls",5
,5 stars,4 weeks ago,,,,,,,,,,,,,,,,,,
 1 photo,1 star,4 weeks ago,,,,,,,,,,,,,,,,,,
,5 stars,4 weeks ago,,,,,,,,,,,,,,,,,,
 4 reviews ,5 stars,4 weeks ago,,,,,,,,,,,,,,,,,,
,5 stars,a month ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,a month ago,,,,,,,,,,,,,,,,,,
 2 photos,5 stars,a month ago,,,4,,,,,4,,,,,,,,,,5
,5 stars,a month ago,,,,,,,,,,,,,,,,,,
 3 reviews ,5 stars,a month ago,,,5,,,,,5,,,,,,,,,,5
 9 reviews ,4 stars,a month ago,,,3,,,,,5,,,,,,,,,,5
 7 reviews ,5 stars,a month ago,,,5,,,,,5,,,Lunch,,,,,,,5
,5 stars,a month ago,,,4,,,,₹400–600,4,,,Dinner,,,,,,"Masala Dosa, Pav Bhaji, Chhole Bhature",4
 87 reviews ,5 stars,a month ago,,,4,,,,"₹1,200–1,400",4,,,Dinner,,,,,,,5
,4 stars,a month ago,,,4,,,,,4,,,,,,,,,,4
,4 stars,a month ago,,,,,,,,,,,,,,,,,,
 5 reviews ,5 stars,a month ago,,,4,,,,,5,,,,,,,,,,5
,5 stars,a month ago,,,5,,,,,5,,,,,,,,,,5
,5 stars,a month ago,,,5,,,,,5,,,,,,,,,,5
,1 star,a month ago,,,1,,,,,4,,,,,,,,,,3
,5 stars,a month ago,,,,,,,,,,,,,,,,,,
 10 reviews ,5 stars,a month ago,,,Dine in,Menu is all vegetarian,,,₹200–400,,,,Lunch,,,,,Highly recommend,White Sauce Pasta,
